Step,AgentID,Wealth,Position,Exp name,Vision,Tax Rate,Ams map,Death,Inst regrowth
0,0,5.0,"(32, 37)",vision,2,1,False,True,False
0,1,5.0,"(2, 29)",vision,2,1,False,True,False
0,2,5.0,"(49, 40)",vision,2,1,False,True,False
0,3,5.0,"(18, 40)",vision,2,1,False,True,False
0,4,5.0,"(16, 45)",vision,2,1,False,True,False
0,5,5.0,"(19, 41)",vision,2,1,False,True,False
0,6,5.0,"(41, 12)",vision,2,1,False,True,False
0,7,5.0,"(29, 47)",vision,2,1,False,True,False
0,8,5.0,"(39, 15)",vision,2,1,False,True,False
0,9,5.0,"(3, 21)",vision,2,1,False,True,False
0,10,5.0,"(5, 37)",vision,2,1,False,True,False
0,11,5.0,"(30, 10)",vision,2,1,False,True,False
0,12,5.0,"(41, 0)",vision,2,1,False,True,False
0,13,5.0,"(48, 0)",vision,2,1,False,True,False
0,14,5.0,"(43, 46)",vision,2,1,False,True,False
0,15,5.0,"(34, 20)",vision,2,1,False,True,False
0,16,5.0,"(28, 36)",vision,2,1,False,True,False
0,17,5.0,"(15, 23)",vision,2,1,False,True,False
0,18,5.0,"(24, 16)",vision,2,1,False,True,False
0,19,5.0,"(26, 41)",vision,2,1,False,True,False
0,20,5.0,"(2, 35)",vision,2,1,False,True,False
0,21,5.0,"(22, 10)",vision,2,1,False,True,False
0,22,5.0,"(46, 1)",vision,2,1,False,True,False
0,23,5.0,"(17, 17)",vision,2,1,False,True,False
0,24,5.0,"(44, 3)",vision,2,1,False,True,False
0,25,5.0,"(43, 28)",vision,2,1,False,True,False
0,26,5.0,"(49, 2)",vision,2,1,False,True,False
0,27,5.0,"(42, 24)",vision,2,1,False,True,False
0,28,5.0,"(5, 1)",vision,2,1,False,True,False
0,29,5.0,"(26, 34)",vision,2,1,False,True,False
0,30,5.0,"(5, 39)",vision,2,1,False,True,False
0,31,5.0,"(1, 23)",vision,2,1,False,True,False
0,32,5.0,"(10, 4)",vision,2,1,False,True,False
0,33,5.0,"(40, 48)",vision,2,1,False,True,False
0,34,5.0,"(45, 17)",vision,2,1,False,True,False
0,35,5.0,"(40, 42)",vision,2,1,False,True,False
0,36,5.0,"(40, 43)",vision,2,1,False,True,False
0,37,5.0,"(1, 36)",vision,2,1,False,True,False
0,38,5.0,"(26, 21)",vision,2,1,False,True,False
0,39,5.0,"(34, 3)",vision,2,1,False,True,False
0,40,5.0,"(30, 49)",vision,2,1,False,True,False
0,41,5.0,"(21, 28)",vision,2,1,False,True,False
0,42,5.0,"(16, 0)",vision,2,1,False,True,False
