Step,AgentID,Wealth,Position,Exp name,Vision,Tax Rate,Ams map,Death,Inst regrowth
0,0,5.0,"(6, 33)",death,6,1,False,True,False
0,1,5.0,"(46, 10)",death,6,1,False,True,False
0,2,5.0,"(28, 31)",death,6,1,False,True,False
0,3,5.0,"(38, 45)",death,6,1,False,True,False
0,4,5.0,"(36, 19)",death,6,1,False,True,False
0,5,5.0,"(28, 9)",death,6,1,False,True,False
0,6,5.0,"(17, 7)",death,6,1,False,True,False
0,7,5.0,"(1, 19)",death,6,1,False,True,False
0,8,5.0,"(5, 44)",death,6,1,False,True,False
0,9,5.0,"(38, 34)",death,6,1,False,True,False
0,10,5.0,"(40, 13)",death,6,1,False,True,False
0,11,5.0,"(26, 19)",death,6,1,False,True,False
0,12,5.0,"(33, 39)",death,6,1,False,True,False
0,13,5.0,"(32, 43)",death,6,1,False,True,False
0,14,5.0,"(33, 2)",death,6,1,False,True,False
0,15,5.0,"(21, 28)",death,6,1,False,True,False
0,16,5.0,"(41, 8)",death,6,1,False,True,False
0,17,5.0,"(16, 6)",death,6,1,False,True,False
0,18,5.0,"(13, 3)",death,6,1,False,True,False
0,19,5.0,"(17, 35)",death,6,1,False,True,False
0,20,5.0,"(39, 18)",death,6,1,False,True,False
0,21,5.0,"(5, 3)",death,6,1,False,True,False
0,22,5.0,"(39, 11)",death,6,1,False,True,False
0,23,5.0,"(49, 21)",death,6,1,False,True,False
0,24,5.0,"(47, 40)",death,6,1,False,True,False
0,25,5.0,"(32, 10)",death,6,1,False,True,False
0,26,5.0,"(14, 26)",death,6,1,False,True,False
0,27,5.0,"(22, 48)",death,6,1,False,True,False
0,28,5.0,"(6, 14)",death,6,1,False,True,False
0,29,5.0,"(19, 22)",death,6,1,False,True,False
0,30,5.0,"(36, 28)",death,6,1,False,True,False
0,31,5.0,"(25, 47)",death,6,1,False,True,False
0,32,5.0,"(0, 7)",death,6,1,False,True,False
0,33,5.0,"(2, 47)",death,6,1,False,True,False
0,34,5.0,"(16, 31)",death,6,1,False,True,False
0,35,5.0,"(28, 37)",death,6,1,False,True,False
0,36,5.0,"(37, 25)",death,6,1,False,True,False
0,37,5.0,"(43, 35)",death,6,1,False,True,False
0,38,5.0,"(2, 21)",death,6,1,False,True,False
0,39,5.0,"(2, 3)",death,6,1,False,True,False
0,40,5.0,"(4, 27)",death,6,1,False,True,False
0,41,5.0,"(20, 35)",death,6,1,False,True,False
0,42,5.0,"(1, 41)",death,6,1,False,True,False
0,43,5.0,"(42, 17)",death,6,1,False,True,False
0,44,5.0,"(3, 21)",death,6,1,False,True,False
0,45,5.0,"(7, 13)",death,6,1,False,True,False
0,46,5.0,"(7, 39)",death,6,1,False,True,False
0,47,5.0,"(31, 4)",death,6,1,False,True,False
0,48,5.0,"(9, 30)",death,6,1,False,True,False
0,49,5.0,"(15, 27)",death,6,1,False,True,False
0,50,5.0,"(49, 16)",death,6,1,False,True,False
0,51,5.0,"(30, 33)",death,6,1,False,True,False
